City_ID,City_ID,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
124,124,Hwange,-18.3693,26.5019,72.88,79,72,7.25,"{'coord': {'lon': 26.5019, 'lat': -18.3693}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 72.88, 'feels_like': 73.58, 'temp_min': 72.88, 'temp_max': 72.88, 'pressure': 1013, 'humidity': 79, 'sea_level': 1013, 'grnd_level': 928}, 'visibility': 10000, 'wind': {'speed': 7.25, 'deg': 71, 'gust': 13.98}, 'clouds': {'all': 72}, 'dt': 1674022427, 'sys': {'country': 'ZW', 'sunrise': 1674013894, 'sunset': 1674060991}, 'timezone': 7200, 'id': 889942, 'name': 'Hwange', 'cod': 200}",broken clouds
125,125,Ponta Do Sol,32.6667,-17.1,59.72,68,63,9.13,"{'coord': {'lon': -17.1, 'lat': 32.6667}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 59.36, 'feels_like': 58.19, 'temp_min': 59, 'temp_max': 59.72, 'pressure': 1025, 'humidity': 68, 'sea_level': 1025, 'grnd_level': 1025}, 'visibility': 10000, 'wind': {'speed': 9.13, 'deg': 27, 'gust': 10.36}, 'clouds': {'all': 63}, 'dt': 1674022428, 'sys': {'type': 2, 'id': 2008291, 'country': 'PT', 'sunrise': 1674029395, 'sunset': 1674066424}, 'timezone': 0, 'id': 2264557, 'name': 'Ponta do Sol', 'cod': 200}",broken clouds
126,126,Mysliborz,52.9238,14.8679,29.05,86,100,4.61,"{'coord': {'lon': 14.8679, 'lat': 52.9238}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 28.9, 'feels_like': 23.83, 'temp_min': 27.86, 'temp_max': 29.05, 'pressure': 993, 'humidity': 86, 'sea_level': 993, 'grnd_level': 985}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 77, 'gust': 5.84}, 'clouds': {'all': 100}, 'dt': 1674022429, 'sys': {'type': 2, 'id': 2037119, 'country': 'PL', 'sunrise': 1674025395, 'sunset': 1674055076}, 'timezone': 3600, 'id': 3091253, 'name': 'Myślibórz', 'cod': 200}",overcast clouds
127,127,Saint-Joseph,-21.3667,55.6167,82.78,78,99,15.08,"{'coord': {'lon': 55.6167, 'lat': -21.3667}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 82.78, 'feels_like': 90.14, 'temp_min': 82.78, 'temp_max': 82.78, 'pressure': 1016, 'humidity': 78, 'sea_level': 1016, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 15.08, 'deg': 94, 'gust': 17.34}, 'rain': {'1h': 0.12}, 'clouds': {'all': 99}, 'dt': 1674022429, 'sys': {'type': 1, 'id': 2127, 'country': 'RE', 'sunrise': 1674006589, 'sunset': 1674054318}, 'timezone': 14400, 'id': 6690296, 'name': 'Saint-Joseph', 'cod': 200}",light rain
128,128,Cockburn Town,21.4612,-71.1419,75.52,59,37,15.46,"{'coord': {'lon': -71.1419, 'lat': 21.4612}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 75.52, 'feels_like': 75.54, 'temp_min': 75.52, 'temp_max': 75.52, 'pressure': 1018, 'humidity': 59, 'sea_level': 1018, 'grnd_level': 1017}, 'visibility': 10000, 'wind': {'speed': 15.46, 'deg': 89, 'gust': 14}, 'clouds': {'all': 37}, 'dt': 1674022430, 'sys': {'country': 'TC', 'sunrise': 1674041087, 'sunset': 1674080678}, 'timezone': -18000, 'id': 3576994, 'name': 'Cockburn Town', 'cod': 200}",scattered clouds
129,129,Berlevag,70.8578,29.0864,28.4,68,0,12.66,"{'coord': {'lon': 29.0864, 'lat': 70.8578}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 24.48, 'feels_like': 12.99, 'temp_min': 21, 'temp_max': 28.4, 'pressure': 1004, 'humidity': 68}, 'visibility': 10000, 'wind': {'speed': 12.66, 'deg': 260}, 'clouds': {'all': 0}, 'dt': 1674022430, 'sys': {'type': 1, 'id': 1620, 'country': 'NO', 'sunrise': 0, 'sunset': 0}, 'timezone': 3600, 'id': 780687, 'name': 'Berlevåg', 'cod': 200}",clear sky
130,130,Hurghada,27.2574,33.8129,59.63,56,0,9.57,"{'coord': {'lon': 33.8129, 'lat': 27.2574}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 59.63, 'feels_like': 57.92, 'temp_min': 59.63, 'temp_max': 59.63, 'pressure': 1022, 'humidity': 56, 'sea_level': 1022, 'grnd_level': 1021}, 'visibility': 10000, 'wind': {'speed': 9.57, 'deg': 314, 'gust': 11.99}, 'clouds': {'all': 0}, 'dt': 1674022431, 'sys': {'country': 'EG', 'sunrise': 1674016527, 'sunset': 1674054848}, 'timezone': 7200, 'id': 361291, 'name': 'Hurghada', 'cod': 200}",clear sky
131,131,Jiwani,25.05,61.7417,71.22,65,0,12.64,"{'coord': {'lon': 61.7417, 'lat': 25.05}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 71.22, 'feels_like': 71.1, 'temp_min': 71.22, 'temp_max': 71.22, 'pressure': 1018, 'humidity': 65, 'sea_level': 1018, 'grnd_level': 1018}, 'visibility': 10000, 'wind': {'speed': 12.64, 'deg': 152, 'gust': 13.35}, 'clouds': {'all': 0}, 'dt': 1674022431, 'sys': {'country': 'PK', 'sunrise': 1674009578, 'sunset': 1674048389}, 'timezone': 18000, 'id': 1175712, 'name': 'Jiwani', 'cod': 200}",clear sky
132,132,Banyo,6.75,11.8167,65.26,32,100,2.42,"{'coord': {'lon': 11.8167, 'lat': 6.75}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 65.26, 'feels_like': 63, 'temp_min': 65.26, 'temp_max': 65.26, 'pressure': 1014, 'humidity': 32, 'sea_level': 1014, 'grnd_level': 895}, 'visibility': 10000, 'wind': {'speed': 2.42, 'deg': 306, 'gust': 2.33}, 'clouds': {'all': 100}, 'dt': 1674022431, 'sys': {'country': 'CM', 'sunrise': 1674019766, 'sunset': 1674062170}, 'timezone': 3600, 'id': 2234794, 'name': 'Banyo', 'cod': 200}",overcast clouds
133,133,Nokaneng,-19.6667,22.2667,74.43,66,51,9.06,"{'coord': {'lon': 22.2667, 'lat': -19.6667}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 74.43, 'feels_like': 74.68, 'temp_min': 74.43, 'temp_max': 74.43, 'pressure': 1012, 'humidity': 66, 'sea_level': 1012, 'grnd_level': 908}, 'visibility': 10000, 'wind': {'speed': 9.06, 'deg': 70, 'gust': 17.16}, 'clouds': {'all': 51}, 'dt': 1674022432, 'sys': {'country': 'BW', 'sunrise': 1674014777, 'sunset': 1674062142}, 'timezone': 7200, 'id': 933211, 'name': 'Nokaneng', 'cod': 200}",broken clouds
134,134,Cravo Norte,6.3017,-70.2041,77.07,56,79,5.23,"{'coord': {'lon': -70.2041, 'lat': 6.3017}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 77.07, 'feels_like': 77.11, 'temp_min': 77.07, 'temp_max': 77.07, 'pressure': 1010, 'humidity': 56, 'sea_level': 1010, 'grnd_level': 998}, 'visibility': 10000, 'wind': {'speed': 5.23, 'deg': 21, 'gust': 10.22}, 'clouds': {'all': 79}, 'dt': 1674022432, 'sys': {'country': 'CO', 'sunrise': 1674039413, 'sunset': 1674081902}, 'timezone': -18000, 'id': 3685702, 'name': 'Cravo Norte', 'cod': 200}",broken clouds
135,135,Luba,3.4568,8.5547,76.89,83,89,4.09,"{'coord': {'lon': 8.5547, 'lat': 3.4568}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 76.89, 'feels_like': 78.19, 'temp_min': 76.89, 'temp_max': 76.89, 'pressure': 1012, 'humidity': 83, 'sea_level': 1012, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 4.09, 'deg': 271, 'gust': 5.3}, 'rain': {'1h': 0.98}, 'clouds': {'all': 89}, 'dt': 1674022433, 'sys': {'type': 1, 'id': 2049, 'country': 'GQ', 'sunrise': 1674020250, 'sunset': 1674063252}, 'timezone': 3600, 'id': 2309528, 'name': 'Luba', 'cod': 200}",light rain
136,136,Iracoubo,5.4802,-53.2011,74.7,82,97,5.1,"{'coord': {'lon': -53.2011, 'lat': 5.4802}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 74.7, 'feels_like': 75.72, 'temp_min': 74.7, 'temp_max': 74.7, 'pressure': 1012, 'humidity': 82, 'sea_level': 1012, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 5.1, 'deg': 41, 'gust': 7.58}, 'clouds': {'all': 97}, 'dt': 1674022433, 'sys': {'country': 'GF', 'sunrise': 1674035257, 'sunset': 1674077894}, 'timezone': -10800, 'id': 3381428, 'name': 'Iracoubo', 'cod': 200}",overcast clouds
137,137,La Sierra,2.1784,-76.7626,57.69,97,100,1.39,"{'coord': {'lon': -76.7626, 'lat': 2.1784}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 57.69, 'feels_like': 57.72, 'temp_min': 57.69, 'temp_max': 57.69, 'pressure': 1016, 'humidity': 97, 'sea_level': 1016, 'grnd_level': 825}, 'visibility': 10000, 'wind': {'speed': 1.39, 'deg': 126, 'gust': 1.19}, 'clouds': {'all': 100}, 'dt': 1674022494, 'sys': {'country': 'CO', 'sunrise': 1674040615, 'sunset': 1674083849}, 'timezone': -18000, 'id': 3677457, 'name': 'La Sierra', 'cod': 200}",overcast clouds
138,138,Loubomo,-4.1997,12.6739,72.1,94,97,1.16,"{'coord': {'lon': 12.6739, 'lat': -4.1997}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 72.1, 'feels_like': 73.44, 'temp_min': 72.1, 'temp_max': 72.1, 'pressure': 1012, 'humidity': 94, 'sea_level': 1012, 'grnd_level': 972}, 'visibility': 10000, 'wind': {'speed': 1.16, 'deg': 159, 'gust': 1.14}, 'clouds': {'all': 97}, 'dt': 1674022494, 'sys': {'country': 'CG', 'sunrise': 1674018569, 'sunset': 1674062956}, 'timezone': 3600, 'id': 2258261, 'name': 'Dolisie', 'cod': 200}",overcast clouds
139,139,Lewisville,33.0462,-96.9942,65.25,82,0,12.66,"{'coord': {'lon': -96.9942, 'lat': 33.0462}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 63.46, 'feels_like': 63.36, 'temp_min': 60.66, 'temp_max': 65.25, 'pressure': 1003, 'humidity': 82}, 'visibility': 10000, 'wind': {'speed': 12.66, 'deg': 150, 'gust': 16.11}, 'clouds': {'all': 0}, 'dt': 1674022198, 'sys': {'type': 2, 'id': 2043720, 'country': 'US', 'sunrise': 1674048615, 'sunset': 1674085562}, 'timezone': -21600, 'id': 4706057, 'name': 'Lewisville', 'cod': 200}",clear sky
140,140,Krasnoselkup,65.7,82.4667,-14.53,83,100,14.97,"{'coord': {'lon': 82.4667, 'lat': 65.7}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': -14.53, 'feels_like': -27.13, 'temp_min': -14.53, 'temp_max': -14.53, 'pressure': 1033, 'humidity': 83, 'sea_level': 1033, 'grnd_level': 1032}, 'visibility': 10000, 'wind': {'speed': 14.97, 'deg': 143, 'gust': 27.72}, 'clouds': {'all': 100}, 'dt': 1674022495, 'sys': {'country': 'RU', 'sunrise': 1674015090, 'sunset': 1674032926}, 'timezone': 18000, 'id': 1502073, 'name': ""Krasnosel'kup"", 'cod': 200}",overcast clouds
141,141,Verkhnyaya Inta,65.9811,60.3094,16.0,88,100,19.04,"{'coord': {'lon': 60.3094, 'lat': 65.9811}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 16, 'feels_like': 3.4, 'temp_min': 16, 'temp_max': 16, 'pressure': 1023, 'humidity': 88, 'sea_level': 1023, 'grnd_level': 1012}, 'visibility': 4136, 'wind': {'speed': 19.04, 'deg': 234, 'gust': 36.42}, 'clouds': {'all': 100}, 'dt': 1674022495, 'sys': {'country': 'RU', 'sunrise': 1674020641, 'sunset': 1674038013}, 'timezone': 10800, 'id': 1487332, 'name': 'Verkhnyaya Inta', 'cod': 200}",overcast clouds
142,142,Tibati,6.4667,12.6333,65.59,30,100,3.89,"{'coord': {'lon': 12.6333, 'lat': 6.4667}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 65.59, 'feels_like': 63.25, 'temp_min': 65.59, 'temp_max': 65.59, 'pressure': 1013, 'humidity': 30, 'sea_level': 1013, 'grnd_level': 918}, 'visibility': 10000, 'wind': {'speed': 3.89, 'deg': 334, 'gust': 8.86}, 'clouds': {'all': 100}, 'dt': 1674022496, 'sys': {'country': 'CM', 'sunrise': 1674019544, 'sunset': 1674062000}, 'timezone': 3600, 'id': 2221530, 'name': 'Tibati', 'cod': 200}",overcast clouds
143,143,Pirajui,-21.9986,-49.4572,70.81,92,98,5.23,"{'coord': {'lon': -49.4572, 'lat': -21.9986}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 70.81, 'feels_like': 71.91, 'temp_min': 70.81, 'temp_max': 70.81, 'pressure': 1014, 'humidity': 92, 'sea_level': 1014, 'grnd_level': 957}, 'visibility': 10000, 'wind': {'speed': 5.23, 'deg': 118, 'gust': 11.07}, 'clouds': {'all': 98}, 'dt': 1674022496, 'sys': {'country': 'BR', 'sunrise': 1674031751, 'sunset': 1674079603}, 'timezone': -10800, 'id': 3453605, 'name': 'Pirajuí', 'cod': 200}",overcast clouds
144,144,Kumluca,36.3703,30.2869,55.33,73,51,3.42,"{'coord': {'lon': 30.2869, 'lat': 36.3703}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 55.33, 'feels_like': 54, 'temp_min': 55.33, 'temp_max': 55.33, 'pressure': 1023, 'humidity': 73, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 3.42, 'deg': 346, 'gust': 3.36}, 'clouds': {'all': 51}, 'dt': 1674022497, 'sys': {'country': 'TR', 'sunrise': 1674018521, 'sunset': 1674054548}, 'timezone': 10800, 'id': 305681, 'name': 'Kumluca', 'cod': 200}",broken clouds
145,145,Ellisras,-23.6649,27.7443,77.74,58,43,9.04,"{'coord': {'lon': 27.7443, 'lat': -23.6649}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 77.74, 'feels_like': 77.94, 'temp_min': 77.74, 'temp_max': 77.74, 'pressure': 1016, 'humidity': 58, 'sea_level': 1016, 'grnd_level': 925}, 'visibility': 10000, 'wind': {'speed': 9.04, 'deg': 60, 'gust': 15.01}, 'clouds': {'all': 43}, 'dt': 1674022498, 'sys': {'country': 'ZA', 'sunrise': 1674013031, 'sunset': 1674061258}, 'timezone': 7200, 'id': 1005768, 'name': 'Ellisras', 'cod': 200}",scattered clouds
146,146,Pinega,64.7001,43.3936,3.2,99,87,4.99,"{'coord': {'lon': 43.3936, 'lat': 64.7001}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 3.2, 'feels_like': -6.74, 'temp_min': 3.2, 'temp_max': 3.2, 'pressure': 1019, 'humidity': 99, 'sea_level': 1019, 'grnd_level': 1016}, 'visibility': 6212, 'wind': {'speed': 4.99, 'deg': 156, 'gust': 13.11}, 'clouds': {'all': 87}, 'dt': 1674022498, 'sys': {'country': 'RU', 'sunrise': 1674023661, 'sunset': 1674043115}, 'timezone': 10800, 'id': 509483, 'name': 'Pinega', 'cod': 200}",overcast clouds
147,147,Dudinka,69.4058,86.1778,-25.26,86,100,7.72,"{'coord': {'lon': 86.1778, 'lat': 69.4058}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': -25.26, 'feels_like': -37.86, 'temp_min': -25.26, 'temp_max': -25.26, 'pressure': 1038, 'humidity': 86, 'sea_level': 1038, 'grnd_level': 1033}, 'visibility': 10000, 'wind': {'speed': 7.72, 'deg': 147, 'gust': 17.69}, 'clouds': {'all': 100}, 'dt': 1674022499, 'sys': {'country': 'RU', 'sunrise': 1674019164, 'sunset': 1674027070}, 'timezone': 25200, 'id': 1507116, 'name': 'Dudinka', 'cod': 200}",overcast clouds
148,148,Belmonte,-15.8631,-38.8828,74.43,88,8,2.55,"{'coord': {'lon': -38.8828, 'lat': -15.8631}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 74.43, 'feels_like': 75.7, 'temp_min': 74.43, 'temp_max': 74.43, 'pressure': 1014, 'humidity': 88, 'sea_level': 1014, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 2.55, 'deg': 67, 'gust': 4.34}, 'clouds': {'all': 8}, 'dt': 1674022499, 'sys': {'country': 'BR', 'sunrise': 1674029846, 'sunset': 1674076431}, 'timezone': -10800, 'id': 3470137, 'name': 'Belmonte', 'cod': 200}",clear sky
149,149,Necochea,-38.5473,-58.7368,68.29,85,100,5.99,"{'coord': {'lon': -58.7368, 'lat': -38.5473}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 68.29, 'feels_like': 68.81, 'temp_min': 68.29, 'temp_max': 68.29, 'pressure': 1020, 'humidity': 85, 'sea_level': 1020, 'grnd_level': 1018}, 'visibility': 10000, 'wind': {'speed': 5.99, 'deg': 46, 'gust': 13.89}, 'clouds': {'all': 100}, 'dt': 1674022500, 'sys': {'country': 'AR', 'sunrise': 1674031843, 'sunset': 1674083966}, 'timezone': -10800, 'id': 3430443, 'name': 'Necochea', 'cod': 200}",overcast clouds
150,150,Narsaq,60.9167,-46.05,12.42,72,100,5.44,"{'coord': {'lon': -46.05, 'lat': 60.9167}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 12.42, 'feels_like': 3.54, 'temp_min': 12.42, 'temp_max': 12.42, 'pressure': 1009, 'humidity': 72, 'sea_level': 1009, 'grnd_level': 1006}, 'visibility': 10000, 'wind': {'speed': 5.44, 'deg': 41, 'gust': 5.23}, 'clouds': {'all': 100}, 'dt': 1674022500, 'sys': {'type': 1, 'id': 47, 'country': 'GL', 'sunrise': 1674042865, 'sunset': 1674066854}, 'timezone': -10800, 'id': 3421719, 'name': 'Narsaq', 'cod': 200}",overcast clouds
151,151,Carire,-3.9506,-40.4733,72.64,85,72,1.01,"{'coord': {'lon': -40.4733, 'lat': -3.9506}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 72.64, 'feels_like': 73.6, 'temp_min': 72.64, 'temp_max': 72.64, 'pressure': 1011, 'humidity': 85, 'sea_level': 1011, 'grnd_level': 993}, 'visibility': 10000, 'wind': {'speed': 1.01, 'deg': 42, 'gust': 1.68}, 'clouds': {'all': 72}, 'dt': 1674022500, 'sys': {'country': 'BR', 'sunrise': 1674031350, 'sunset': 1674075690}, 'timezone': -10800, 'id': 3402893, 'name': 'Cariré', 'cod': 200}",broken clouds
152,152,Pangnirtung,66.1451,-65.7125,-11.99,71,100,3.51,"{'coord': {'lon': -65.7125, 'lat': 66.1451}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -11.99, 'feels_like': -21.69, 'temp_min': -11.99, 'temp_max': -11.99, 'pressure': 1024, 'humidity': 71, 'sea_level': 1024, 'grnd_level': 1021}, 'visibility': 10000, 'wind': {'speed': 3.51, 'deg': 54, 'gust': 3.15}, 'clouds': {'all': 100}, 'dt': 1674022501, 'sys': {'country': 'CA', 'sunrise': 1674050967, 'sunset': 1674068192}, 'timezone': -18000, 'id': 6096551, 'name': 'Pangnirtung', 'cod': 200}",overcast clouds
153,153,Nioro,13.35,-15.75,72.05,17,67,7.36,"{'coord': {'lon': -15.75, 'lat': 13.35}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 72.05, 'feels_like': 69.75, 'temp_min': 72.05, 'temp_max': 72.05, 'pressure': 1011, 'humidity': 17, 'sea_level': 1011, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 7.36, 'deg': 67, 'gust': 26.37}, 'clouds': {'all': 67}, 'dt': 1674022501, 'sys': {'country': 'GM', 'sunrise': 1674026994, 'sunset': 1674068177}, 'timezone': 0, 'id': 2412408, 'name': 'Nioro', 'cod': 200}",broken clouds
154,154,Oktyabrskoye,43.0645,44.7417,23.14,100,100,2.24,"{'coord': {'lon': 44.7417, 'lat': 43.0645}, 'weather': [{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}], 'base': 'stations', 'main': {'temp': 23.14, 'feels_like': 23.14, 'temp_min': 23.14, 'temp_max': 23.14, 'pressure': 1023, 'humidity': 100}, 'visibility': 200, 'wind': {'speed': 2.24, 'deg': 0}, 'clouds': {'all': 100}, 'dt': 1674022502, 'sys': {'type': 1, 'id': 8969, 'country': 'RU', 'sunrise': 1674016098, 'sunset': 1674050031}, 'timezone': 10800, 'id': 515805, 'name': ""Oktyabr'skoye"", 'cod': 200}",fog
155,155,Chicama,-7.8447,-79.1469,66.74,72,21,2.86,"{'coord': {'lon': -79.1469, 'lat': -7.8447}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 66.74, 'feels_like': 66.51, 'temp_min': 66.74, 'temp_max': 66.74, 'pressure': 1013, 'humidity': 72, 'sea_level': 1013, 'grnd_level': 997}, 'visibility': 10000, 'wind': {'speed': 2.86, 'deg': 187, 'gust': 4.32}, 'clouds': {'all': 21}, 'dt': 1674022502, 'sys': {'type': 1, 'id': 8690, 'country': 'PE', 'sunrise': 1674040278, 'sunset': 1674085330}, 'timezone': -18000, 'id': 3698359, 'name': 'Chicama', 'cod': 200}",few clouds
156,156,Eydhafushi,5.1033,73.0708,80.89,76,53,13.42,"{'coord': {'lon': 73.0708, 'lat': 5.1033}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 80.89, 'feels_like': 85.46, 'temp_min': 80.89, 'temp_max': 80.89, 'pressure': 1013, 'humidity': 76, 'sea_level': 1013, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 13.42, 'deg': 64, 'gust': 14.41}, 'clouds': {'all': 53}, 'dt': 1674022503, 'sys': {'country': 'MV', 'sunrise': 1674004912, 'sunset': 1674047615}, 'timezone': 18000, 'id': 1337606, 'name': 'Eydhafushi', 'cod': 200}",broken clouds
157,157,Santa Cruz,-17.8,-63.1667,72.86,94,75,2.3,"{'coord': {'lon': -63.1667, 'lat': -17.8}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 72.86, 'feels_like': 74.26, 'temp_min': 72.86, 'temp_max': 72.86, 'pressure': 1012, 'humidity': 94}, 'visibility': 10000, 'wind': {'speed': 2.3, 'deg': 0}, 'clouds': {'all': 75}, 'dt': 1674022503, 'sys': {'type': 1, 'id': 8661, 'country': 'BO', 'sunrise': 1674035482, 'sunset': 1674082454}, 'timezone': -14400, 'id': 3904906, 'name': 'Santa Cruz de la Sierra', 'cod': 200}",broken clouds
158,158,Itaituba,-4.2761,-55.9836,71.13,100,100,0.65,"{'coord': {'lon': -55.9836, 'lat': -4.2761}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 71.13, 'feels_like': 72.64, 'temp_min': 71.13, 'temp_max': 71.13, 'pressure': 1011, 'humidity': 100, 'sea_level': 1011, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 0.65, 'deg': 314, 'gust': 0.76}, 'clouds': {'all': 100}, 'dt': 1674022503, 'sys': {'country': 'BR', 'sunrise': 1674035044, 'sunset': 1674079443}, 'timezone': -10800, 'id': 3397967, 'name': 'Itaituba', 'cod': 200}",overcast clouds
159,159,Bonfim,3.0833,-59.95,74.68,78,93,5.21,"{'coord': {'lon': -59.95, 'lat': 3.0833}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 74.68, 'feels_like': 75.51, 'temp_min': 74.68, 'temp_max': 74.68, 'pressure': 1011, 'humidity': 78, 'sea_level': 1011, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 5.21, 'deg': 65, 'gust': 9.22}, 'rain': {'1h': 0.49}, 'clouds': {'all': 93}, 'dt': 1674022504, 'sys': {'country': 'BR', 'sunrise': 1674036661, 'sunset': 1674079731}, 'timezone': -14400, 'id': 3405215, 'name': 'Bonfim', 'cod': 200}",light rain
160,160,Touros,-5.1989,-35.4608,77.95,81,86,10.27,"{'coord': {'lon': -35.4608, 'lat': -5.1989}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 77.95, 'feels_like': 79.25, 'temp_min': 77.95, 'temp_max': 77.95, 'pressure': 1010, 'humidity': 81, 'sea_level': 1010, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 10.27, 'deg': 122, 'gust': 17.09}, 'clouds': {'all': 86}, 'dt': 1674022504, 'sys': {'country': 'BR', 'sunrise': 1674030033, 'sunset': 1674074601}, 'timezone': -10800, 'id': 3386213, 'name': 'Touros', 'cod': 200}",overcast clouds
